epoch,loss
1,0.9771503835422306
2,0.932741699008194
3,0.9177911887979734
4,0.905633916171108
5,0.8417986573961473
6,0.8140480139389982
7,0.8234738226469295
8,0.7812770329477069
9,0.7314287329630188
10,0.7273825114455086
11,0.6837722662301923
12,0.6610054509642341
13,0.6531835864328304
14,0.5888234803799001
15,0.5720323030623727
16,0.5754004689252122
17,0.5471570463903154
18,0.555096582745932
19,0.5126589690515896
20,0.4851710450058862
21,0.5258982791698407
22,0.4757897750800687
23,0.46590958445466996
24,0.42083400039295243
25,0.42371055401657454
26,0.4225688363028792
27,0.3835497881921531
28,0.40075468123551167
29,0.3683359827908825
30,0.36204556617557687
31,0.343784786292754
32,0.3811993505555911
33,0.33260113920332085
34,0.30080405295855794
35,0.32785412215666143
36,0.2767773389127816
37,0.2954971630335661
38,0.24257588661736285
39,0.24596807205604398
40,0.2675343628331092
41,0.2697247276264182
42,0.25002432956540593
43,0.23619958820653764
44,0.22467110834317708
45,0.19355972034108127
46,0.20141819923079557
47,0.1995270479708839
48,0.2230389625190337
49,0.20214992862705497
50,0.15361479973030714
51,0.18916520344063056
52,0.1689928001482704
53,0.15736327279540563
54,0.1775324139984039
55,0.18049973652961293
56,0.17326386693157877
57,0.13278426875818228
58,0.13848092912197077
59,0.14654775665238068
60,0.15484618577905987
61,0.12131498015283852
62,0.12289392325580721
63,0.10032972877286134
64,0.09451769653219028
65,0.1308093604405717
66,0.13792795893375032
67,0.10573039632070005
68,0.12372778656936834
69,0.10749156422375643
70,0.08406957277230255
71,0.10102076072404453
72,0.1214786846187319
73,0.08702734424209531
74,0.11616015208629753
75,0.02969009654210391
76,0.09583198236458271
77,0.07853203094373146
78,0.06829343120501652
79,0.07367381622002332
80,0.029732072930783685
81,0.06281207498299951
82,0.07214450539326947
83,0.0924291074954976
84,0.050444658259745034
85,0.042646599584566125
86,0.046853097474410785
87,0.07333126241044871
88,0.059794366532115194
89,0.04087940262635999
90,0.06005241703013106
91,0.0500964051081572
92,0.0659490500330412
93,0.03100814051601076
94,0.037019070936966256
95,0.03430168044663325
96,0.011491905015723832
97,0.045348265520299
98,0.04335443199064298
99,0.03698543653408923
100,0.030982250679749447
