epoch,loss
1,0.9229220096597057
2,0.8964245115806523
3,0.8538536860945224
4,0.8026852076935495
5,0.7755750688380847
6,0.7488992378180086
7,0.742411807742924
8,0.673811602292276
9,0.6427791594362285
10,0.60504174139731
11,0.5385743860745058
12,0.5482813585850421
13,0.5232503809598366
14,0.5458501460411153
15,0.46851933344539226
16,0.45535991096389383
17,0.4267206965546218
18,0.38319609898820844
19,0.40959747974480165
20,0.3829181018251779
21,0.36575838805201627
22,0.3146833346021848
23,0.3446926555977752
24,0.27315719065635646
25,0.2982419387361955
26,0.31634090555021216
27,0.23942953414327775
28,0.23527100934955109
29,0.2365633153955505
30,0.21306064706610583
31,0.1812347052054204
32,0.20326777749077593
33,0.17080383434623203
34,0.1921553726654383
35,0.15538545876576904
36,0.1962975763219373
37,0.14157210046690286
38,0.14312738889852156
39,0.15854441593390697
40,0.11071799690793357
41,0.13328410227988682
42,0.14859928333863048
43,0.08433449308227242
44,0.11449583553297994
45,0.1105968804468328
46,0.11589530115834995
47,0.07063014799798797
48,0.064308821027727
49,0.09673241781170845
50,0.08802469208856252
51,0.0830915230080707
52,0.08120254240427338
53,0.057050718628859784
54,0.07185058668296981
55,0.0697893106726812
56,0.04652303426469062
57,0.09515981109773358
58,0.06449987847464297
59,0.02851363600437941
60,0.06291814054054053
61,0.027865290986594498
62,0.06079089446840685
63,0.06602403844718827
64,0.024348557611331995
65,0.05804173041660844
66,0.04513878593996998
67,0.051525557300734826
68,0.07130912961340502
69,0.026837874058010528
70,0.01512266013516871
71,0.010934351061728968
72,0.011007516747983791
73,0.02444909459047326
74,0.03154656596667226
75,0.029051561842609493
76,0.03891443683688608
77,0.021539774275935307
78,0.04931259298895073
79,0.013961565110627799
80,0.07271902222052656
81,0.02993572159479364
82,-0.0005704757265643998
83,-0.005653433476367761
84,0.024645025125341412
85,0.009794978202482239
86,0.027848568894042774
87,0.02237156507195077
88,0.01082076164993098
89,-0.0052573073909726546
90,-0.019187947955474984
91,0.0016369053425122331
92,0.02717981163110303
93,0.013843476813147584
94,-0.015819498472543943
95,0.012115313720144273
96,0.015936094643596764
97,-0.009848771174796888
98,0.010521085189834897
99,0.008247583297972117
100,-0.016121458957526993
